BillingInfoNode;DeliveryAddressNode;ProcessReservationNode;SelectModeOfReciptNode;PaymentInfoNode;ProcessPaymentNode;TravelInfoNode
597.0;0;482.0;958.0;348.0;106.0;970.0
383.0;876.0;24.0;226.0;725.0;28.0;860.0
787.0;347.0;193.0;112.0;887.0;332.0;597.0
557.0;263.0;557.0;6.0;335.0;239.0;466.0
559.0;0;261.0;878.0;626.0;133.0;102.0
409.0;857.0;575.0;924.0;308.0;158.0;328.0
923.0;612.0;938.0;581.0;547.0;701.0;851.0
82.0;0;184.0;380.0;745.0;534.0;234.0
516.0;0;274.0;208.0;996.0;482.0;506.0
346.0;762.0;244.0;588.0;462.0;420.0;772.0
924.0;0;117.0;874.0;871.0;247.0;394.0
609.0;687.0;443.0;260.0;484.0;35.0;434.0
129.0;0;127.0;62.0;231.0;157.0;902.0
547.0;625.0;314.0;817.0;735.0;828.0;791.0
107.0;909.0;814.0;568.0;288.0;384.0;792.0
948.0;792.0;543.0;275.0;199.0;874.0;499.0
455.0;999.0;574.0;320.0;256.0;724.0;630.0
81.0;0;339.0;11.0;61.0;748.0;296.0
605.0;443.0;423.0;569.0;238.0;74.0;664.0
394.0;936.0;636.0;217.0;299.0;421.0;468.0
451.0;0;32.0;870.0;826.0;859.0;870.0
423.0;815.0;204.0;804.0;20.0;612.0;912.0
179.0;17.0;234.0;911.0;720.0;62.0;370.0
69.0;547.0;474.0;294.0;260.0;497.0;153.0
234.0;798.0;190.0;114.0;386.0;679.0;414.0
479.0;812.0;117.0;376.0;328.0;671.0;778.0
171.0;789.0;380.0;920.0;642.0;817.0;948.0
397.0;550.0;802.0;482.0;945.0;79.0;738.0
99.0;321.0;421.0;15.0;380.0;627.0;689.0
135.0;501.0;797.0;117.0;101.0;634.0;170.0
116.0;732.0;291.0;322.0;453.0;296.0;709.0
215.0;536.0;559.0;833.0;270.0;605.0;6.0
489.0;0;690.0;445.0;927.0;40.0;871.0
907.0;972.0;655.0;561.0;315.0;721.0;944.0
484.0;848.0;667.0;419.0;279.0;218.0;522.0
580.0;0;148.0;65.0;769.0;219.0;290.0
194.0;0;569.0;653.0;662.0;539.0;235.0
758.0;234.0;777.0;671.0;126.0;306.0;872.0
776.0;947.0;291.0;414.0;378.0;172.0;754.0
670.0;512.0;536.0;332.0;793.0;920.0;499.0
721.0;0;259.0;382.0;596.0;131.0;662.0
121.0;807.0;622.0;478.0;66.0;283.0;94.0
641.0;983.0;307.0;212.0;179.0;50.0;612.0
54.0;0;975.0;23.0;176.0;479.0;147.0
615.0;624.0;194.0;563.0;452.0;941.0;970.0
747.0;643.0;164.0;228.0;109.0;247.0;363.0
628.0;651.0;409.0;964.0;250.0;143.0;40.0
586.0;0;466.0;117.0;297.0;436.0;314.0
924.0;0;399.0;200.0;679.0;202.0;763.0
445.0;473.0;273.0;200.0;619.0;900.0;551.0
886.0;913.0;393.0;440.0;152.0;911.0;259.0
787.0;318.0;427.0;528.0;852.0;960.0;413.0
449.0;532.0;549.0;742.0;160.0;727.0;295.0
751.0;695.0;550.0;381.0;957.0;816.0;682.0
50.0;0;385.0;681.0;208.0;465.0;796.0
839.0;336.0;525.0;80.0;76.0;104.0;628.0
890.0;258.0;627.0;35.0;988.0;299.0;799.0
627.0;0;843.0;613.0;286.0;182.0;187.0
761.0;0;184.0;849.0;615.0;510.0;915.0
959.0;952.0;682.0;803.0;105.0;922.0;474.0
166.0;543.0;616.0;423.0;358.0;801.0;317.0
619.0;84.0;949.0;290.0;909.0;453.0;483.0
627.0;0;399.0;609.0;444.0;377.0;961.0
167.0;632.0;366.0;50.0;96.0;805.0;294.0
971.0;650.0;750.0;608.0;106.0;434.0;5.0
588.0;586.0;692.0;98.0;708.0;327.0;959.0
86.0;49.0;323.0;776.0;805.0;498.0;179.0
507.0;128.0;204.0;11.0;603.0;535.0;193.0
792.0;955.0;232.0;401.0;26.0;552.0;385.0
967.0;790.0;904.0;821.0;334.0;654.0;377.0
559.0;0;103.0;379.0;738.0;99.0;304.0
470.0;372.0;680.0;927.0;817.0;513.0;579.0
569.0;452.0;946.0;743.0;241.0;138.0;460.0
505.0;458.0;627.0;254.0;699.0;544.0;146.0
16.0;275.0;44.0;835.0;585.0;826.0;18.0
244.0;0;325.0;297.0;635.0;591.0;327.0
215.0;235.0;762.0;738.0;285.0;939.0;24.0
441.0;225.0;786.0;370.0;321.0;151.0;830.0
399.0;966.0;161.0;946.0;560.0;195.0;353.0
547.0;0;183.0;927.0;957.0;120.0;599.0
889.0;186.0;524.0;132.0;788.0;329.0;266.0
646.0;0;10.0;731.0;977.0;873.0;91.0
700.0;374.0;604.0;373.0;791.0;780.0;331.0
138.0;430.0;68.0;358.0;243.0;597.0;413.0
987.0;0;155.0;53.0;765.0;177.0;891.0
259.0;674.0;891.0;262.0;558.0;908.0;143.0
718.0;748.0;333.0;991.0;541.0;336.0;640.0
319.0;784.0;976.0;75.0;882.0;508.0;784.0
603.0;846.0;267.0;829.0;886.0;32.0;706.0
604.0;0;371.0;322.0;640.0;507.0;726.0
58.0;0;730.0;587.0;7.0;810.0;985.0
613.0;0;982.0;692.0;295.0;852.0;263.0
616.0;0;309.0;314.0;867.0;830.0;669.0
728.0;591.0;216.0;207.0;384.0;751.0;213.0
954.0;28.0;232.0;860.0;214.0;150.0;24.0
343.0;962.0;655.0;230.0;817.0;472.0;397.0
984.0;727.0;176.0;621.0;517.0;657.0;791.0
396.0;987.0;341.0;67.0;539.0;597.0;790.0
714.0;748.0;691.0;610.0;7.0;54.0;955.0
629.0;281.0;706.0;843.0;266.0;300.0;593.0
505.0;0;778.0;168.0;808.0;480.0;171.0
523.0;0;842.0;372.0;397.0;38.0;992.0
598.0;791.0;237.0;717.0;406.0;77.0;370.0
690.0;0;652.0;97.0;789.0;458.0;720.0
740.0;0;673.0;499.0;138.0;984.0;614.0
776.0;565.0;603.0;934.0;27.0;668.0;850.0
83.0;0;806.0;645.0;730.0;97.0;248.0
692.0;800.0;82.0;840.0;671.0;902.0;898.0
320.0;12.0;657.0;21.0;567.0;225.0;499.0
730.0;532.0;5.0;197.0;916.0;634.0;891.0
100.0;233.0;145.0;330.0;94.0;617.0;383.0
961.0;0;839.0;620.0;801.0;796.0;662.0
518.0;733.0;158.0;500.0;100.0;825.0;328.0
225.0;0;176.0;262.0;794.0;352.0;913.0
202.0;182.0;266.0;665.0;760.0;843.0;820.0
818.0;60.0;938.0;966.0;664.0;862.0;466.0
195.0;0;246.0;963.0;793.0;523.0;773.0
364.0;695.0;786.0;796.0;40.0;926.0;157.0
198.0;0;457.0;159.0;616.0;491.0;201.0
369.0;831.0;249.0;343.0;11.0;559.0;363.0
168.0;441.0;580.0;956.0;827.0;805.0;997.0
70.0;0;113.0;930.0;667.0;203.0;383.0
972.0;0;312.0;551.0;701.0;719.0;577.0
608.0;0;728.0;589.0;284.0;977.0;781.0
859.0;195.0;222.0;218.0;56.0;190.0;748.0
396.0;0;5.0;121.0;126.0;488.0;324.0
272.0;658.0;202.0;959.0;643.0;1.0;206.0
966.0;0;324.0;504.0;879.0;999.0;887.0
840.0;846.0;199.0;258.0;974.0;224.0;441.0
74.0;0;574.0;621.0;528.0;349.0;56.0
705.0;704.0;160.0;440.0;478.0;630.0;118.0
365.0;702.0;794.0;353.0;903.0;424.0;95.0
236.0;301.0;259.0;201.0;459.0;82.0;758.0
561.0;49.0;683.0;205.0;255.0;368.0;161.0
71.0;493.0;258.0;302.0;650.0;677.0;764.0
818.0;0;214.0;72.0;804.0;991.0;757.0
17.0;466.0;757.0;644.0;143.0;718.0;306.0
756.0;0;997.0;348.0;290.0;380.0;186.0
980.0;0;455.0;743.0;802.0;832.0;195.0
184.0;0;703.0;508.0;330.0;364.0;407.0
351.0;72.0;354.0;55.0;676.0;426.0;335.0
579.0;234.0;284.0;200.0;543.0;234.0;616.0
139.0;0;635.0;532.0;874.0;288.0;382.0
337.0;607.0;384.0;435.0;719.0;636.0;57.0
71.0;623.0;967.0;222.0;84.0;643.0;503.0
713.0;820.0;759.0;779.0;270.0;31.0;61.0
432.0;442.0;661.0;421.0;426.0;299.0;714.0
437.0;894.0;258.0;105.0;756.0;205.0;638.0
786.0;538.0;302.0;840.0;814.0;926.0;186.0
244.0;0;58.0;66.0;780.0;972.0;998.0
11.0;0;867.0;503.0;367.0;886.0;957.0
50.0;0;207.0;833.0;828.0;913.0;583.0
279.0;888.0;855.0;561.0;443.0;342.0;218.0
885.0;799.0;679.0;436.0;100.0;383.0;339.0
934.0;335.0;982.0;140.0;147.0;93.0;671.0
530.0;644.0;44.0;236.0;671.0;441.0;879.0
636.0;0;500.0;340.0;646.0;127.0;279.0
556.0;221.0;454.0;23.0;238.0;922.0;923.0
667.0;465.0;924.0;650.0;203.0;856.0;470.0
715.0;0;153.0;712.0;284.0;962.0;945.0
638.0;786.0;853.0;265.0;211.0;563.0;775.0
106.0;0;590.0;694.0;178.0;567.0;810.0
484.0;940.0;725.0;368.0;499.0;181.0;185.0
980.0;394.0;278.0;607.0;531.0;84.0;486.0
717.0;0;303.0;865.0;53.0;846.0;101.0
11.0;79.0;557.0;656.0;982.0;464.0;752.0
116.0;692.0;363.0;819.0;861.0;53.0;658.0
659.0;0;233.0;739.0;27.0;166.0;95.0
54.0;0;49.0;723.0;964.0;308.0;314.0
328.0;0;928.0;286.0;986.0;516.0;390.0
108.0;0;683.0;592.0;400.0;170.0;750.0
669.0;265.0;473.0;37.0;599.0;282.0;995.0
971.0;0;376.0;22.0;514.0;752.0;209.0
191.0;689.0;891.0;486.0;519.0;209.0;856.0
14.0;573.0;954.0;934.0;551.0;964.0;601.0
914.0;288.0;259.0;536.0;953.0;166.0;325.0
774.0;995.0;49.0;636.0;687.0;929.0;708.0
861.0;955.0;871.0;834.0;581.0;861.0;458.0
969.0;0;337.0;328.0;152.0;431.0;802.0
507.0;210.0;854.0;157.0;422.0;229.0;558.0
706.0;984.0;354.0;59.0;681.0;59.0;741.0
515.0;842.0;366.0;196.0;279.0;292.0;200.0
694.0;289.0;491.0;82.0;253.0;258.0;142.0
220.0;175.0;710.0;350.0;575.0;674.0;170.0
564.0;246.0;934.0;551.0;666.0;474.0;894.0
526.0;542.0;505.0;909.0;830.0;757.0;350.0
673.0;0;22.0;853.0;519.0;602.0;792.0
271.0;3.0;31.0;666.0;523.0;450.0;930.0
194.0;195.0;55.0;370.0;89.0;511.0;906.0
150.0;0;753.0;771.0;34.0;588.0;864.0
669.0;909.0;490.0;738.0;330.0;706.0;902.0
566.0;342.0;505.0;680.0;119.0;832.0;661.0
624.0;910.0;642.0;377.0;851.0;332.0;212.0
892.0;0;274.0;505.0;672.0;455.0;191.0
119.0;0;643.0;683.0;367.0;217.0;583.0
